Area,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
E01015112,0.003770227,0.003766022,0.005732268,0.003791394,0.003804209,0.005835093,0.003728593,0.003782899,0.005822038,0.003817111,0.003679831,0.005388081,0.003522438,0.003582231,0.005513655,0.005513655
E01015113,0.005633004,0.003593668,0.005560783,0.003699993,0.003620643,0.003655925,0.003687869,0.003675825,0.003699993,0.005738588,0.005802566,0.005732268,0.005815533,0.005955271,0.005955271,0.005955271
E01015114,0,0,0,0.005669822,0.003586035,0.003563328,0.003624529,0.003687869,0.003675825,0.003632328,0.005620837,0.003683846,0.003799928,0.003914467,0.003914467,0.006024201
E01015115,0.007554368,0.009152619,0.010685434,0.01056937,0.008810764,0.008799027,0.00858181,0.008559567,0.008941973,0.010089885,0.010129273,0.008439264,0.010168969,0.008660578,0.008660578,0.01018227
E01015116,0.004919534,0.003195723,0.004990288,0.005004683,0.003254243,0.005168696,0.005112844,0.003321468,0.003533497,0.005543016,0.00556673,0.005694636,0.005962093,0.005901253,0.007474661,0.007474661
E01015117,0.005973822,0.0070034,0.006910142,0.006965796,0.006033854,0.006083875,0.00473169,0.00310178,0.003238636,0.0050095,0.00525215,0.005194489,0.005231035,0.008020939,0.008020939,0.008020939
E01015118,0.003791394,0.003712196,0.003843179,0.003791394,0.003691902,0.003632328,0.005438754,0.003443409,0.003432906,0.003394938,0.003457513,0.00337458,0.006561337,0.003478887,0.006783726,0.00535482
E01015119,0.002973402,0.002950021,0.003026709,0.002882035,0.002894388,0.002899359,0.002848002,0.004403423,0.004444788,0.00577028,0.004460024,0.004533842,0.004710279,0.005973822,0.004714546,0.004714546
E01015120,0.007374514,0.007382757,0.007066794,0.008383771,0.008356769,0.005349316,0.0066808,0.006804693,0.006977212,0.008224329,0.006925997,0.006904277,0.00698459,0.006962502,0.006962502,0.005496188
E01015121,0.003609033,0.00342942,0.003511448,0.003745136,0.003887426,0.004040955,0.004021703,0.004040955,0.004075094,0.006240908,0.008107763,0.006563592,0.006681556,0.006750888,0.004387514,0.006750888
E01015122,0.005907952,0.00587461,0.005815533,0.003724481,0.005861378,0.007457782,0.008692728,0.005948465,0.007534347,0.005776804,0.007301147,0.007189878,0.007229225,0.007221321,0.007221321,0.007221321
