Area,16 to 24,25 to 34,35 to 49,50 to 64,65 and over,Total
E07000041,2377,2416,2116,1425,603,8937
E07000042,728,831,1236,1091,574,4461
E07000043,948,1105,1608,1537,844,6041
E07000044,662,686,1014,1072,591,4024
E07000045,1095,1310,1878,1778,963,7023
E07000046,695,752,1286,1373,819,4924
E07000047,468,547,879,923,502,3320
E10000008,7982,8816,11618,10605,5791,44812
E06000026,5509,5709,5964,4904,2286,24372
E06000027,1769,2036,3047,3153,1848,11853
IMDQ1,3813,4452,4996,4619,2302,20182
IMDQ2,4947,5222,7063,6611,3550,27393
IMDQ3,3514,3413,4610,4131,2167,17835
IMDQ4,1695,2121,2599,2096,1179,9690
IMDQ5,1292,1352,1361,1204,728,5936
E02003122,46,80,84,72,43,326
E02003123,144,194,205,181,93,816
E02003124,132,214,208,174,78,806
E02003125,111,148,167,178,85,689
E02003126,107,109,136,128,70,550
E02003127,156,190,236,178,95,855
E02003128,150,213,249,201,112,924
E02003129,74,89,124,104,55,446
E02003130,187,253,307,305,124,1176
E02003131,119,160,187,151,99,716
E02003132,106,163,187,161,72,689
E02003133,95,115,121,99,49,478
E02003134,140,178,207,186,79,790
E02003135,114,242,247,170,67,840
E02003136,57,67,104,78,50,357
E02003137,65,65,101,77,34,341
E02003138,76,122,118,64,20,400
E02003139,62,96,103,63,20,346
E02003140,60,84,108,67,33,352
E02003141,158,275,299,245,93,1070
E02003142,171,247,299,264,121,1103
E02003143,88,123,123,104,51,490
E02003144,615,211,125,96,43,1090
E02003145,190,168,174,163,78,773
E02003146,416,236,222,126,50,1050
E02003147,205,308,300,258,97,1168
E02003148,621,261,223,180,103,1388
E02003149,431,338,287,202,79,1338
E02003150,406,510,398,367,156,1837
E02003151,59,58,84,76,49,326
E02003152,87,93,133,116,56,485
E02003153,59,96,96,71,33,356
E02003154,120,116,188,186,117,727
E02003155,77,89,161,151,95,573
E02003156,100,141,171,129,53,593
E02003157,126,146,214,206,98,790
E02003158,74,90,136,128,85,512
E02003159,110,116,165,155,70,617
E02003161,159,210,251,280,123,1023
E02003163,63,99,191,258,194,805
E02003164,78,87,126,122,74,486
E02003165,78,87,157,132,72,525
E02003166,206,202,281,293,172,1153
E02003167,158,190,295,346,196,1186
E02003168,65,67,109,115,70,426
E02003169,40,47,65,72,53,278
E02003170,96,109,168,227,169,769
E02003171,97,96,152,166,108,620
E02004129,35,39,69,74,54,271
E02004130,57,79,111,83,57,387
E02004131,34,48,63,45,27,218
E02004132,47,52,88,82,42,310
E02004133,59,76,102,82,56,374
E02004134,63,88,126,96,40,412
E02004135,39,39,68,77,54,278
E02004136,45,43,78,67,39,272
E02004137,23,30,48,52,39,193
E02004138,32,43,61,63,61,260
E02004139,38,46,62,55,42,243
E02004140,21,31,27,38,38,156
E02004141,55,41,66,64,34,261
E02004142,139,117,56,45,28,384
E02004143,40,52,75,62,34,262
E02004144,39,53,66,50,34,242
E02004145,28,27,53,52,42,202
E02004146,62,71,115,92,47,387
E02004147,98,136,172,136,61,603
E02004148,59,58,94,90,68,369
E02004149,358,109,60,47,28,602
E02004150,143,160,147,106,39,594
E02004151,99,137,158,107,54,554
E02004152,413,137,90,44,20,704
E02004153,92,172,162,96,33,554
E02004154,175,148,109,50,19,500
E02004155,100,156,159,151,71,638
E02004156,417,388,267,163,74,1309
E02004157,56,106,83,48,21,314
E02004158,111,229,192,127,44,702
E02004159,82,174,129,69,31,485
E02004160,61,95,113,89,39,398
E02004161,134,185,223,165,59,766
