Area,16 to 24,25 to 34,35 to 49,50 to 64,65 and over,Total
E01019957,72,80,42,25,56,459
E01019958,62,53,39,46,56,445
E01019959,33,29,22,29,41,272
E01019960,36,26,25,38,43,313
E01019961,87,51,44,80,89,640
E01019962,66,51,42,77,83,557
E01019963,41,38,42,47,52,374
E01019964,28,27,19,166,116,480
E01019965,45,47,40,38,57,388
E01019966,42,24,16,29,34,260
E01019967,46,21,22,32,54,317
E01019968,46,52,35,38,56,364
E01019969,33,44,22,39,47,315
E01019970,33,32,34,47,41,298
E01019971,30,56,38,49,71,367
E01019972,29,41,30,42,50,307
E01019973,39,43,30,49,52,350
E01019974,39,43,28,37,48,332
E01019975,29,39,30,41,39,279
E01019976,42,38,50,39,51,354
E01019977,34,44,33,51,46,336
E01019980,33,58,34,46,60,348
E01019981,30,36,29,48,53,319
E01019982,25,49,36,45,73,349
E01019983,49,40,26,39,47,341
E01019984,32,32,28,39,52,310
E01019985,26,38,32,48,50,294
E01019986,37,49,32,40,56,332
E01019987,57,61,29,66,50,365
E01019988,35,48,35,44,51,332
E01019989,23,51,32,38,38,261
E01019990,31,46,23,39,55,283
E01019991,29,42,30,45,52,306
E01019992,34,47,35,49,58,355
E01019993,29,24,23,45,44,281
E01019994,62,49,20,61,60,347
E01019995,65,52,37,72,60,396
E01019996,32,38,34,38,38,249
E01019997,84,32,18,79,41,329
E01019998,33,36,30,35,60,316
E01019999,52,23,26,46,42,293
E01020000,34,39,31,32,48,292
E01020001,46,32,22,36,54,316
E01020002,41,57,39,51,57,377
E01020003,49,51,36,47,57,391
E01020004,39,36,32,51,56,349
E01020005,40,45,41,60,47,373
E01020006,51,59,47,81,68,452
E01020007,85,33,15,85,44,318
E01020008,86,48,24,90,50,374
E01020009,35,37,33,54,57,319
E01020010,36,55,42,60,59,389
E01020011,42,37,23,35,46,306
E01020012,37,41,38,47,54,336
E01020013,33,47,32,42,42,301
E01020014,29,45,30,53,56,338
E01020015,36,52,39,61,61,382
E01020016,59,66,33,71,99,497
E01020017,88,79,36,101,76,500
E01020018,63,82,34,82,76,469
E01020019,164,34,15,103,27,394
E01020020,81,33,19,86,40,323
E01020021,71,34,28,75,55,363
E01020022,114,39,20,114,41,384
E01020023,48,60,56,65,80,507
E01020024,37,51,40,39,56,357
E01020025,28,60,34,38,65,318
